1;0;2138.00;10.17;1714.00;0.00;0.44
2;0;3970.00;10.62;421.00;0.00;0.52
3;0;2528.00;9.90;1254.00;0.00;0.48
4;0;2691.00;10.40;628.00;0.00;0.52
5;0;3658.00;9.97;1687.00;0.00;0.40
6;0;2129.00;9.80;383.00;0.00;0.48
7;0;3961.00;10.80;282.00;0.00;0.48
8;0;2040.00;9.97;413.00;0.00;0.48
9;0;2006.00;10.55;1536.00;0.00;0.48
10;0;3922.00;9.70;1573.00;0.00;0.44
11;0;2820.00;10.80;515.00;0.00;0.48
12;0;1999.00;10.65;1149.00;0.00;0.48
13;0;3050.00;9.87;1332.00;0.00;0.28
14;0;3654.00;11.35;1450.00;0.00;0.44
15;0;3621.00;10.42;422.00;0.00;0.40
16;0;3392.00;10.05;1613.00;0.00;0.44
17;0;1753.00;9.90;616.00;0.00;0.40
18;0;2226.00;12.00;1735.00;0.00;0.40
19;0;2575.00;9.82;320.00;0.00;0.52
20;0;3495.00;11.77;1349.00;0.00;0.48
21;0;3515.00;9.90;1486.00;0.00;0.40
22;0;3656.00;10.15;210.00;0.00;0.40
23;0;3329.00;10.55;990.00;0.00;0.44
24;0;3438.00;10.30;1789.00;0.00;0.48
25;0;2263.00;10.95;1806.00;0.00;0.40
26;0;2231.00;12.60;1430.00;0.00;0.40
27;0;1933.00;9.70;619.00;0.00;0.52
28;0;2208.00;10.20;1593.00;0.00;0.44
29;0;2205.00;12.30;1473.00;0.00;0.40
30;0;3671.00;11.75;1411.00;0.00;0.36
31;0;2536.00;10.60;662.00;0.00;0.48
32;0;3101.00;11.30;1323.00;0.00;0.56
33;0;3884.00;10.47;283.00;0.00;0.40
34;0;3857.00;10.27;1330.00;0.00;0.40
35;0;2002.00;10.10;398.00;0.00;0.40
36;0;2497.00;10.40;1538.00;0.00;0.44
37;0;3597.00;10.60;1908.00;0.00;0.48
38;0;2081.00;11.57;1606.00;0.00;0.44
39;0;2498.00;11.20;1373.00;0.00;0.44
40;0;2575.00;10.07;1438.00;0.00;0.52
41;0;2259.00;11.80;1725.00;0.00;0.48
42;0;2991.00;10.00;523.00;0.00;0.60
43;0;2760.00;12.05;480.00;0.00;0.40
44;0;2434.00;10.47;1467.00;0.00;0.44
45;0;2568.00;11.47;623.00;0.00;0.44
46;0;3449.00;10.30;605.00;0.00;0.44
47;0;1950.00;11.55;1256.00;0.00;0.36
48;0;3237.00;10.60;1052.00;0.00;0.48
49;0;3708.00;9.92;556.00;0.00;0.44
50;0;3635.00;10.15;472.00;0.00;0.48
51;0;3537.00;10.75;1251.00;0.00;0.44
52;0;2175.00;11.70;1519.00;0.00;0.56
53;0;1872.00;10.45;172.00;0.00;0.40
54;0;1953.00;10.30;1764.00;0.00;0.48
55;0;2313.00;10.80;1704.00;0.00;0.44
56;0;1852.00;11.47;969.00;0.00;0.40
57;0;2270.00;11.17;1347.00;0.00;0.52
58;0;2230.00;11.75;1310.00;0.00;0.44
59;0;2076.00;10.60;257.00;0.00;0.56
60;0;2596.00;9.90;225.00;0.00;0.48
61;0;2209.00;10.00;340.00;0.00;0.40
62;0;3437.00;10.00;1061.00;0.00;0.52
63;0;3649.00;11.30;1353.00;0.00;0.48
64;0;3088.00;10.17;690.00;0.00;0.40
65;0;1811.00;10.70;1321.00;0.00;0.48
66;0;3442.00;10.82;470.00;0.00;0.44
67;0;2586.00;9.72;1242.00;0.00;0.28
68;0;3135.00;11.00;1276.00;0.00;0.44
69;0;2230.00;11.45;1768.00;0.00;0.44
70;0;2305.00;11.60;1308.00;0.00;0.40
71;0;3267.00;9.97;1734.00;0.00;0.32
72;0;1853.00;11.85;1100.00;0.00;0.44
73;0;2113.00;11.00;1029.00;0.00;0.48
74;0;3458.00;12.10;1350.00;0.00;0.48
75;0;2100.00;10.30;122.00;0.00;0.44
76;0;2051.00;10.00;104.00;0.00;0.40
77;0;1835.00;9.80;1681.00;0.00;0.36
78;0;3746.00;9.80;195.00;0.00;0.40
79;0;3542.00;9.87;478.00;0.00;0.48
80;0;1922.00;10.55;1226.00;0.00;0.48
81;0;2678.00;11.10;523.00;0.00;0.40
82;0;3716.00;9.90;1213.00;0.00;0.36
83;0;2520.00;10.50;594.00;0.00;0.48
84;0;3967.00;9.90;1575.00;0.00;0.40
85;0;3294.00;10.25;570.00;0.00;0.36
86;0;2484.00;10.45;1718.00;0.00;0.44
87;0;2165.00;9.87;1839.00;0.00;0.36
88;0;3453.00;10.55;1496.00;0.00;0.40
89;0;2249.00;10.45;1837.00;0.00;0.40
90;0;1838.00;11.50;1133.00;0.00;0.48
91;0;3077.00;10.10;524.00;0.00;0.44
92;0;1840.00;9.90;1480.00;0.00;0.44
93;0;2022.00;10.10;514.00;0.00;0.52
94;0;1913.00;10.70;1456.00;0.00;0.44
95;0;2311.00;9.90;167.00;0.00;0.52
96;0;3934.00;9.80;1839.00;0.00;0.32
97;0;3696.00;10.82;1223.00;0.00;0.44
98;0;2697.00;11.50;476.00;0.00;0.52
99;0;3534.00;10.05;650.00;0.00;0.32
100;0;2717.00;10.05;398.00;0.00;0.44
101;0;3481.00;10.25;1493.00;0.00;0.52
102;0;1999.00;10.90;1443.00;0.00;0.44
103;0;1925.00;10.55;323.00;0.00;0.48
104;0;3255.00;10.95;1306.00;0.00;0.48
105;0;2530.00;11.07;632.00;0.00;0.44
106;0;3329.00;10.70;1306.00;0.00;0.52
107;0;2432.00;9.85;1710.00;0.00;0.44
108;0;3889.00;10.67;617.00;0.00;0.40
109;0;2906.00;9.80;519.00;0.00;0.48
110;0;3143.00;11.60;1289.00;0.00;0.44
111;0;2722.00;10.65;508.00;0.00;0.48
112;0;3962.00;10.42;641.00;0.00;0.44
113;0;1678.00;9.90;346.00;0.00;0.48
114;0;3646.00;10.05;1290.00;0.00;0.44
115;0;3664.00;11.15;1467.00;0.00;0.40
116;0;2516.00;10.60;1512.00;0.00;0.44
117;0;2926.00;10.42;752.00;0.00;0.44
118;0;1836.00;10.27;513.00;0.00;0.44
119;0;3026.00;10.42;591.00;0.00;0.48
120;0;3412.00;10.30;1626.00;0.00;0.44
121;0;3950.00;10.17;1540.00;0.00;0.44
122;0;4042.00;10.05;418.00;0.00;0.40
123;0;1992.00;11.00;556.00;0.00;0.48
124;0;3481.00;10.65;947.00;0.00;0.44
125;0;2039.00;10.07;1657.00;0.00;0.28
126;0;3751.00;10.82;458.00;0.00;0.40
127;0;2375.00;11.20;1365.00;0.00;0.40
128;0;2921.00;9.90;689.00;0.00;0.32
129;0;3565.00;9.80;440.00;0.00;0.44
130;0;3074.00;10.15;1169.00;0.00;0.40
131;0;2622.00;10.20;716.00;0.00;0.40
132;0;3902.00;10.92;1659.00;0.00;0.48
133;0;1790.00;11.22;1090.00;0.00;0.52
134;0;3482.00;10.95;1027.00;0.00;0.48
135;0;3238.00;9.80;527.00;0.00;0.36
136;0;2612.00;11.72;421.00;0.00;0.56
137;0;2247.00;11.90;1348.00;0.00;0.48
138;0;2046.00;10.97;1202.00;0.00;0.48
139;0;3801.00;11.20;646.00;0.00;0.52
140;0;2238.00;10.40;1659.00;0.00;0.44
141;0;1903.00;9.80;1763.00;0.00;0.44
142;0;1929.00;9.90;1349.00;0.00;0.40
143;0;2261.00;10.60;1823.00;0.00;0.40
144;0;2428.00;10.17;1302.00;0.00;0.40
145;0;1866.00;10.92;1007.00;0.00;0.52
