1;2146.00;9.90;1015.00;big
1;2071.00;10.55;1024.00;big
2;2061.00;10.23;960.00;big
2;2018.00;10.30;952.00;big
3;2014.00;10.00;915.00;big
3;1970.00;9.70;888.00;big
4;1945.00;9.73;952.00;big
4;1913.00;10.00;903.00;big
5;1813.00;10.38;969.00;big
5;1864.00;10.75;939.00;big
6;1885.00;10.12;1053.00;big
6;1890.00;9.95;1002.00;big
7;1765.00;10.12;1027.00;big
7;1819.00;11.53;1084.00;big
8;1771.00;10.50;1138.00;big
8;1806.00;10.88;1178.00;big
9;1909.00;11.00;1138.00;big
9;1980.00;10.70;1141.00;big
10;1876.00;11.60;1197.00;big
10;1909.00;10.98;1240.00;big
11;2061.00;10.70;1191.00;big
11;2141.00;10.60;1221.00;big
12;1998.00;11.03;1227.00;big
12;1985.00;11.40;1286.00;big
13;2151.00;10.75;1284.00;big
13;2091.00;11.43;1314.00;big
14;1786.00;10.43;1240.00;big
14;1831.00;9.90;1273.00;big
15;1805.00;10.25;1351.00;big
15;1892.00;10.90;1339.00;big
16;1946.00;9.85;1348.00;big
16;1909.00;12.10;1273.00;big
17;1819.00;10.00;1479.00;big
17;1828.00;9.50;1427.00;big
18;1879.00;10.38;1414.00;big
18;1926.00;10.78;1465.00;big
19;2026.00;10.70;1460.00;big
19;1985.00;10.00;1394.00;big
20;2091.00;9.88;1425.00;big
20;2032.00;9.98;1372.00;big
21;2009.00;11.30;1617.00;big
21;1936.00;10.88;1551.00;big
22;2108.00;10.35;1635.00;big
22;2091.00;10.12;1577.00;big
23;2091.00;10.00;1708.00;big
23;2111.00;10.43;1770.00;big
24;2309.00;10.80;1271.00;big
24;2249.00;10.60;1292.00;big
25;2426.00;10.10;1318.00;big
25;2363.00;10.88;1308.00;big
26;2286.00;10.35;1813.00;big
26;2218.00;10.18;1853.00;big
27;2178.00;10.28;1795.00;big
27;2226.00;12.00;1735.00;big
28;2234.00;11.25;1634.00;big
28;2170.00;9.95;1669.00;big
29;2301.00;11.00;1725.00;big
29;2367.00;10.20;1739.00;big
30;2524.00;10.12;1757.00;big
30;2431.00;9.82;1762.00;big
31;2554.00;10.40;1729.00;big
31;2497.00;10.88;1710.00;big
32;2535.00;10.40;1653.00;big
32;2537.00;10.10;1602.00;big
33;2434.00;10.03;1660.00;big
33;2390.00;11.00;1695.00;big
34;2369.00;11.05;1630.00;big
34;2302.00;11.10;1661.00;big
35;2166.00;11.45;1377.00;big
35;2221.00;10.82;1362.00;big
36;2551.00;10.35;1227.00;big
36;2578.00;10.35;1287.00;big
37;2515.00;11.25;1374.00;big
37;2510.00;10.60;1319.00;big
38;2597.00;10.70;1358.00;big
38;2632.00;10.30;1410.00;big
39;2575.00;10.07;1438.00;big
39;2529.00;9.85;1446.00;big
40;2454.00;10.60;1405.00;big
40;2483.00;10.57;1451.00;big
41;2365.00;10.62;1406.00;big
41;2316.00;11.38;1383.00;big
42;2187.00;11.65;1441.00;big
42;2249.00;11.50;1477.00;big
43;2178.00;11.00;1553.00;big
43;2132.00;11.75;1498.00;big
44;2261.00;10.50;1560.00;big
44;2302.00;10.45;1590.00;big
45;2295.00;11.40;1474.00;big
45;2347.00;10.45;1498.00;big
46;2406.00;11.73;1480.00;big
46;2458.00;11.40;1513.00;big
47;2372.00;10.95;1557.00;big
47;2445.00;10.53;1595.00;big
48;2534.00;10.30;1502.00;big
48;2497.00;10.40;1538.00;big
49;1752.00;9.93;1561.00;big
49;1758.00;10.50;1614.00;big
50;1786.00;10.05;1671.00;big
50;1710.00;10.00;1645.00;big
51;1808.00;10.10;1649.00;big
51;1857.00;9.80;1686.00;big
52;1854.00;9.75;1761.00;big
52;1800.00;9.93;1744.00;big
53;1901.00;9.82;1712.00;big
53;1929.00;10.25;1742.00;big
54;1953.00;10.53;1791.00;big
54;1979.00;10.20;1829.00;big
55;1756.00;9.50;1768.00;big
55;1794.00;10.12;1812.00;big
56;2129.00;9.50;955.00;big
56;2173.00;9.98;930.00;big
57;1873.00;9.70;658.00;big
57;1827.00;9.82;679.00;big
58;1828.00;10.50;615.00;big
58;1782.00;10.00;626.00;big
59;1759.00;10.80;560.00;big
59;1833.00;10.00;545.00;big
60;1817.00;10.20;480.00;big
60;1748.00;9.90;463.00;big
61;1769.00;10.05;398.00;big
61;1824.00;10.32;423.00;big
62;1710.00;10.00;363.00;big
62;1702.00;10.18;312.00;big
63;1756.00;9.88;270.00;big
63;1756.00;9.80;316.00;big
64;1837.00;9.88;211.00;big
64;1803.00;10.00;237.00;big
65;1882.00;10.73;214.00;big
65;1886.00;10.18;164.00;big
66;1914.00;11.00;266.00;big
66;1879.00;9.85;268.00;big
67;1952.00;10.00;185.00;big
67;1941.00;11.93;235.00;big
68;2042.00;10.60;233.00;big
68;2000.00;10.50;213.00;big
69;2096.00;10.00;229.00;big
69;2118.00;9.90;271.00;big
70;2237.00;10.15;295.00;big
70;2169.00;10.43;280.00;big
71;1911.00;10.90;332.00;big
71;1879.00;10.32;324.00;big
72;1966.00;9.88;305.00;big
72;2021.00;10.45;285.00;big
73;1918.00;10.35;431.00;big
73;1928.00;10.98;384.00;big
74;1906.00;10.30;547.00;big
74;1903.00;10.50;491.00;big
75;1944.00;10.05;610.00;big
75;1947.00;10.28;680.00;big
76;2046.00;10.20;601.00;big
76;1986.00;10.60;592.00;big
77;2178.00;10.30;355.00;big
77;2167.00;10.70;406.00;big
78;2255.00;10.70;410.00;big
78;2222.00;10.65;437.00;big
79;2239.00;9.93;499.00;big
79;2288.00;10.00;468.00;big
80;2147.00;9.80;342.00;big
80;2108.00;10.10;381.00;big
81;2076.00;10.40;327.00;big
81;2055.00;10.75;359.00;big
82;2040.00;9.98;413.00;big
82;2002.00;10.10;398.00;big
83;1978.00;11.03;467.00;big
83;1948.00;11.30;512.00;big
84;2096.00;9.82;421.00;big
84;2129.00;11.23;474.00;big
85;2173.00;11.00;506.00;big
85;2186.00;10.07;559.00;big
86;2000.00;11.30;542.00;big
86;2056.00;9.80;501.00;big
87;2101.00;10.00;556.00;big
87;2124.00;10.00;598.00;big
88;1859.00;9.50;272.00;big
88;1790.00;9.50;345.00;big
89;1851.00;9.50;472.00;big
89;1851.00;9.50;401.00;big
90;1874.00;9.50;621.00;big
90;1874.00;9.50;536.00;big
91;2031.00;10.32;83.00;big
91;2068.00;10.50;75.00;big
92;2100.00;10.30;122.00;big
92;2121.00;10.20;77.00;big
93;1981.00;9.50;110.00;big
93;2071.00;9.50;150.00;big
94;2328.00;9.85;136.00;big
94;2324.00;10.25;180.00;big
95;2274.00;9.80;207.00;big
95;2311.00;10.50;209.00;big
96;2260.00;9.95;555.00;big
96;2299.00;9.93;533.00;big
97;2433.00;9.90;243.00;big
97;2435.00;10.30;274.00;big
98;2493.00;10.30;225.00;big
98;2523.00;10.10;203.00;big
99;2493.00;10.80;287.00;big
99;2464.00;11.00;270.00;big
100;2568.00;9.95;297.00;big
100;2519.00;10.23;295.00;big
101;2546.00;10.05;212.00;big
101;2577.00;10.43;234.00;big
102;2638.00;10.62;265.00;big
102;2622.00;10.20;240.00;big
103;2600.00;10.43;280.00;big
103;2604.00;10.20;307.00;big
104;2718.00;10.10;300.00;big
104;2674.00;10.00;287.00;big
105;2586.00;9.82;355.00;big
105;2632.00;11.10;378.00;big
106;2663.00;10.48;352.00;big
106;2630.00;10.45;327.00;big
107;2735.00;10.30;338.00;big
107;2749.00;10.32;307.00;big
108;2718.00;10.30;357.00;big
108;2702.00;10.23;323.00;big
109;2745.00;10.28;360.00;big
109;2780.00;10.82;361.00;big
110;2816.00;10.57;363.00;big
110;2851.00;9.90;354.00;big
111;2883.00;9.85;390.00;big
111;2844.00;10.57;413.00;big
112;2883.00;10.25;494.00;big
112;2877.00;11.00;470.00;big
113;2923.00;10.35;462.00;big
113;2908.00;9.80;432.00;big
114;2548.00;9.95;370.00;big
114;2524.00;10.12;391.00;big
115;2593.00;10.53;387.00;big
